PuzzleId,Rating,Themes,OpeningFamily,Solved
2HL3a,2201,attraction crushing opening short,nan,False
2HsiH,2355,crushing deflection opening pin short,Italian_Game,False
2Hvd8,2237,crushing long opening,Caro-Kann_Defense,False
2HxTE,2334,clearance crushing opening short,Queens_Pawn_Game,True
2K3p2,2295,crushing opening short,nan,False
2KEnG,2469,crushing long master opening,nan,False
2Kvyd,2432,crushing intermezzo opening short,Sicilian_Defense,False
2LVYu,2294,crushing opening short,French_Defense,False
2LdWk,2455,crushing opening short,Slav_Defense,False
2QqaH,2355,crushing deflection kingsideAttack long opening,Kings_Gambit_Accepted,False
2TFrb,2430,crushing defensiveMove opening short,Kings_Gambit_Accepted,False
2UGSe,2297,crushing long opening,Sicilian_Defense,False
2Wzio,2225,crushing long opening quietMove,Sicilian_Defense,False
2j0gm,2280,crushing long opening,Center_Game,False
2kolc,2223,crushing opening pin short,nan,False
2oCs8,2385,crushing opening short,Blackmar-Diemer_Gambit,False
2wNnB,2316,crushing defensiveMove opening short,Kings_Gambit_Declined,False
2z2IE,2491,crushing opening quietMove short,Indian_Defense,False
320NY,2276,crushing long opening,Tarrasch_Defense,False
35Hma,2254,crushing hangingPiece long opening,Center_Game,False
36XAc,2461,crushing defensiveMove opening short,Queens_Gambit_Declined,False
37kEF,2252,crushing intermezzo long opening,Benoni_Defense,False
37nBU,2273,crushing opening short trappedPiece,Ruy_Lopez,False
3C4CW,2329,crushing opening short,Vienna_Game,False
3HDBT,2214,clearance crushing master opening short,Sicilian_Defense,False
3IC6C,2261,crushing long master opening,nan,False
3NG1g,2417,crushing opening short,Caro-Kann_Defense,False
3PkTe,2209,crushing kingsideAttack opening short,Ruy_Lopez,False
3jDzA,2241,crushing long opening pin,Horwitz_Defense,False
3k3QX,2465,crushing long opening pin trappedPiece,Danish_Gambit,False
3kkR9,2236,crushing opening short,nan,False
3rDhp,2494,crushing kingsideAttack long opening,Kings_Pawn_Game,False
3t2pb,2228,crushing long opening,nan,False
3uh06,2232,crushing long opening trappedPiece,Kings_Pawn_Game,False
3xZw9,2476,advancedPawn crushing kingsideAttack long master masterVsMaster opening,nan,False
452nz,2238,attackingF2F7 crushing intermezzo long opening,nan,False
47XvF,2283,crushing long opening,Sicilian_Defense,False
48gqJ,2320,crushing long opening trappedPiece,Scandinavian_Defense,False
4AAn9,2318,crushing long opening,Scandinavian_Defense,False
4EXeb,2229,crushing long opening,nan,False
0018S,2543,advantage endgame pin short,nan,False
004sg,2566,advantage clearance endgame hangingPiece long quietMove,nan,False
005yO,2792,advantage exposedKing middlegame quietMove veryLong,nan,False
00D12,2544,crushing endgame long rookEndgame,nan,False
00EUu,2565,crushing defensiveMove endgame long,nan,False
00GHw,2603,advantage middlegame veryLong,nan,False
00Gz6,2661,crushing endgame fork long pin,nan,False
00KNB,2627,crushing kingsideAttack master middlegame pin short,nan,False
00Mei,2593,advantage endgame long master quietMove,nan,False
00S6g,2746,advantage middlegame veryLong,Queens_Pawn_Game,False
00UQj,2558,advancedPawn crushing master middlegame sacrifice short,nan,False
00WzB,2772,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,nan,False
00Xop,2520,crushing hangingPiece master middlegame short,Queens_Pawn_Game,False
00bGq,2694,advantage long middlegame,nan,False
00cZE,2549,advancedPawn crushing endgame long rookEndgame,nan,False
00pny,2617,crushing fork master middlegame short,nan,False
00sDQ,2631,advantage middlegame short,nan,False
00sJ9,2674,advantage attraction fork middlegame sacrifice veryLong,French_Defense,False
012Fl,2526,crushing master middlegame short,nan,False
013vX,2616,advancedPawn crushing endgame knightEndgame long,nan,False
01BG7,2544,advantage endgame master pin short,nan,False
01Isj,2719,advancedPawn crushing middlegame queensideAttack sacrifice veryLong,nan,False
01M07,2584,advantage endgame veryLong,nan,False
01MLC,2674,advancedPawn crushing endgame rookEndgame veryLong,nan,False
01PDg,2675,advantage discoveredAttack middlegame sacrifice veryLong,nan,False
01WWa,2656,advantage endgame long,nan,False
01WXF,2582,advantage fork long middlegame,nan,False
01aC9,2532,crushing hangingPiece middlegame short,nan,False
01bgV,2643,advantage long middlegame,nan,False
01dm7,2720,advantage capturingDefender long middlegame quietMove,Ruy_Lopez,False
01i3o,2527,advantage long middlegame,nan,False
01lAW,2765,crushing exposedKing fork middlegame sacrifice veryLong,nan,False
01sxB,2522,crushing endgame rookEndgame veryLong,nan,False
01ti6,2544,crushing endgame long,nan,False
01uWs,2585,crushing discoveredAttack long middlegame sacrifice,Russian_Game,False
01x7T,2646,crushing endgame master veryLong,nan,False
020IV,2692,advantage endgame pawnEndgame quietMove short,nan,False
023Oc,2513,crushing middlegame pin veryLong,nan,False
0240M,2505,advancedPawn crushing endgame long,nan,False
025Om,2679,crushing defensiveMove endgame long,nan,False
025r3,2547,advancedPawn advantage clearance endgame promotion quietMove veryLong,nan,False
029I8,2763,advantage middlegame quietMove short,Kings_Knight_Opening,False
02BXF,2601,crushing defensiveMove endgame quietMove rookEndgame veryLong,nan,False
02Chp,2590,attraction crushing discoveredAttack kingsideAttack middlegame sacrifice skewer veryLong,nan,False
02Ht4,2532,advantage hangingPiece long middlegame,nan,True
02J4S,2769,advantage long middlegame,nan,False
02JPn,2558,advantage fork middlegame veryLong,nan,False
02Lda,2519,advantage discoveredAttack kingsideAttack middlegame sacrifice veryLong,nan,False
02PHm,2547,crushing defensiveMove endgame quietMove veryLong,nan,False
02PiE,2699,advantage endgame long quietMove,nan,False
02Qwi,2525,advantage deflection kingsideAttack middlegame sacrifice veryLong,Philidor_Defense,False
02TvL,2793,crushing endgame exposedKing quietMove veryLong,nan,False
02TxK,2792,crushing endgame long queenEndgame,nan,False
02ZOs,2542,advancedPawn crushing defensiveMove endgame veryLong zugzwang,nan,False
02cVr,2510,advantage middlegame short,nan,False
02cVu,2612,advantage long middlegame,nan,False
02gol,2786,advancedPawn crushing defensiveMove endgame promotion quietMove sacrifice veryLong,nan,False
02kZu,2515,bishopEndgame crushing endgame exposedKing long quietMove,nan,False
02kqG,2642,crushing endgame long,nan,False
02rFZ,2538,advancedPawn advantage long opening,Philidor_Defense,False
02ti8,2709,crushing endgame long quietMove,nan,False
02xBY,2734,advancedPawn crushing endgame long master,nan,False
03150,2536,crushing endgame pin quietMove trappedPiece veryLong,nan,False
031tN,2603,advantage kingsideAttack long opening,Ruy_Lopez,False
035S0,2552,advantage long opening,French_Defense,False
039eL,2749,crushing long middlegame,nan,False
03ABF,2623,advantage endgame master quietMove veryLong,nan,False
03ASa,2702,crushing defensiveMove endgame pawnEndgame quietMove veryLong,nan,False
03DMs,2572,crushing kingsideAttack middlegame pin short,nan,True
03Dpd,2543,crushing endgame pin veryLong,nan,False
03Idr,2506,crushing defensiveMove opening quietMove short,Danish_Gambit,False
03K14,2569,advancedPawn crushing endgame long rookEndgame,nan,False
03MPe,2711,crushing endgame pin veryLong,nan,False
03Mp8,2531,crushing endgame sacrifice veryLong,nan,False
03QUJ,2752,advancedPawn crushing endgame exposedKing knightEndgame quietMove veryLong,nan,False
03Qgf,2637,advantage middlegame pin sacrifice trappedPiece veryLong,nan,False
03RCx,2793,advancedPawn clearance crushing defensiveMove endgame exposedKing promotion rookEndgame veryLong,nan,False
03Tlu,2645,crushing long middlegame sacrifice,nan,False
03Zog,2628,advantage deflection doubleCheck exposedKing middlegame veryLong,nan,False
03cYQ,2707,advantage discoveredAttack kingsideAttack long middlegame,nan,False
03dZo,2784,advantage middlegame short,nan,False
03fqJ,2521,crushing endgame knightEndgame short,nan,False
03gc3,2771,crushing discoveredAttack endgame fork master veryLong,nan,False
03kqY,2740,advancedPawn crushing endgame exposedKing fork promotion quietMove underPromotion veryLong,nan,False
03q1Y,2541,advantage defensiveMove long opening,nan,True
03r9U,2711,advancedPawn advantage middlegame short,nan,False
03tkj,2555,advantage deflection middlegame pin veryLong,nan,False
03uRG,2795,advantage fork opening veryLong,nan,False
03uVM,2652,crushing kingsideAttack long opening,Sicilian_Defense,False
03vhG,2633,crushing defensiveMove endgame long pawnEndgame quietMove,nan,False
03wAt,2707,clearance crushing defensiveMove long middlegame,nan,False
03wZN,2735,advantage long middlegame pin,nan,False
03xW3,2534,attraction crushing endgame fork veryLong,nan,False
040eY,2746,crushing deflection endgame master veryLong,nan,False
042En,2611,crushing endgame hangingPiece veryLong,nan,False
042Gi,2593,advancedPawn crushing endgame knightEndgame veryLong,nan,False
04BOH,2570,crushing middlegame veryLong,nan,False
04GC9,2787,advantage exposedKing fork middlegame pin sacrifice veryLong,nan,False
04IsZ,2541,advantage discoveredAttack endgame interference long,nan,False
04Jl6,2541,advantage clearance fork long middlegame,nan,False
04KSC,2625,crushing endgame long master pawnEndgame,nan,False
04O0s,2711,advancedPawn clearance crushing endgame exposedKing veryLong,nan,False
04QpK,2793,crushing defensiveMove endgame quietMove veryLong,nan,False
04RAU,2693,crushing defensiveMove exposedKing long opening,nan,False
04S0T,2786,advantage clearance master middlegame quietMove veryLong,nan,False
04SG4,2551,crushing middlegame veryLong,nan,False
04TFa,2633,advantage opening sacrifice veryLong,nan,False
04Vgk,2544,attraction crushing long middlegame sacrifice,Scotch_Game,False
04YUe,2615,attraction crushing interference middlegame veryLong,nan,False
04cTc,2654,advantage defensiveMove endgame long,nan,False
04hHW,2630,advantage opening sacrifice short,Sicilian_Defense,False
04isr,2732,advantage defensiveMove middlegame veryLong,nan,False
04ixu,2763,crushing endgame long pawnEndgame zugzwang,nan,True
04j4n,2577,crushing middlegame quietMove veryLong,nan,False
04kdZ,2763,advantage capturingDefender exposedKing fork long middlegame,Sicilian_Defense,False
04kzM,2677,crushing enPassant long middlegame,nan,False
04lSm,2718,advantage defensiveMove long middlegame sacrifice,Sicilian_Defense,False
04m1I,2503,crushing endgame rookEndgame veryLong,nan,False
04qMg,2519,advantage defensiveMove endgame queenEndgame short,nan,False
04rYU,2763,crushing middlegame pin sacrifice veryLong,Italian_Game,False
04s17,2629,advantage kingsideAttack middlegame short,nan,False
04tft,2679,advancedPawn advantage endgame exposedKing veryLong,nan,False
04tqd,2578,crushing exposedKing kingsideAttack long middlegame,nan,False
04yi1,2530,advancedPawn crushing endgame master rookEndgame veryLong,nan,False
051oO,2573,advantage middlegame short,nan,False
052VG,2536,crushing defensiveMove long middlegame,nan,False
052Wm,2727,crushing defensiveMove long master middlegame pin sacrifice,nan,False
056gr,2773,attraction crushing fork long middlegame sacrifice,nan,False
056qd,2670,advantage hangingPiece master middlegame quietMove sacrifice veryLong,nan,False
05B0n,2690,attraction crushing deflection middlegame queensideAttack veryLong,nan,False
05CjS,2757,crushing endgame exposedKing interference rookEndgame veryLong,nan,False
05GtN,2555,advantage middlegame short,nan,False
05IPQ,2609,crushing middlegame short,nan,False
05Jwg,2767,advancedPawn advantage castling defensiveMove long middlegame,nan,False
05K8U,2778,advantage defensiveMove long middlegame,nan,False
05KWp,2547,crushing endgame veryLong,nan,False
05MGM,2720,advancedPawn crushing endgame veryLong,nan,False
05NV9,2521,advancedPawn crushing endgame hangingPiece rookEndgame veryLong,nan,False
05NY8,2569,crushing middlegame short,nan,False
05PpG,2569,advantage defensiveMove exposedKing fork middlegame quietMove veryLong,nan,False
05SOm,2574,crushing deflection fork middlegame pin sacrifice skewer veryLong,nan,False
05UEp,2622,crushing middlegame veryLong,nan,False
05UHJ,2529,advantage long middlegame,nan,False
05UeM,2600,advancedPawn crushing endgame long,nan,False
05bW0,2593,attraction clearance crushing endgame pin veryLong,nan,False
05dOY,2589,crushing endgame pawnEndgame veryLong,nan,False
05mKR,2505,advantage intermezzo middlegame short,nan,False
05nJe,2743,crushing deflection exposedKing fork middlegame quietMove sacrifice veryLong,nan,False
05sf4,2600,advantage defensiveMove endgame short,nan,False
05uNL,2743,crushing endgame quietMove rookEndgame veryLong zugzwang,nan,False
05xI2,2542,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang,nan,False
05xK8,2536,clearance crushing discoveredAttack endgame long queenEndgame,nan,False
066sL,2649,crushing endgame quietMove veryLong,nan,False
067bD,2531,advantage master middlegame skewer veryLong,nan,False
06Crt,2523,advancedPawn crushing endgame knightEndgame veryLong,nan,False
06IzH,2697,crushing endgame long pawnEndgame quietMove zugzwang,nan,False
06L0V,2568,advantage exposedKing long opening,nan,False
06Ohv,2692,advancedPawn advantage fork long middlegame,nan,False
06PCg,2512,advantage endgame veryLong,nan,False
06QjA,2727,crushing endgame short,nan,False
06ctM,2567,attraction crushing kingsideAttack middlegame sacrifice veryLong,nan,False
06dj2,2522,advancedPawn crushing middlegame veryLong,nan,False
06fTa,2768,advancedPawn crushing endgame master quietMove veryLong,nan,False
06jl7,2796,clearance crushing endgame quietMove veryLong,nan,False
06njT,2694,crushing endgame long,nan,False
06oVO,2794,advantage kingsideAttack middlegame quietMove veryLong,nan,False
06oZg,2789,clearance crushing long middlegame pin sacrifice,Sicilian_Defense,False
06ojO,2668,advantage opening short,nan,False
06oqh,2514,crushing endgame long rookEndgame,nan,False
06sJq,2612,crushing endgame pawnEndgame veryLong,nan,False
06vta,2669,crushing middlegame short,nan,False
0738O,2578,advantage endgame exposedKing quietMove rookEndgame skewer veryLong,nan,False
073Mp,2581,advantage long master middlegame pin,nan,False
074cu,2653,advantage defensiveMove endgame master short,nan,False
076QH,2650,crushing endgame short,nan,False
07A1R,2665,crushing endgame veryLong,nan,False
07CMS,2688,crushing endgame master quietMove sacrifice veryLong,nan,False
07DGc,2538,crushing kingsideAttack long middlegame,nan,False
07F4Q,2509,crushing fork middlegame short,nan,False
07Fj0,2543,crushing long middlegame,nan,False
07GkW,2602,advancedPawn bishopEndgame crushing defensiveMove endgame veryLong,nan,False
07Ivz,2527,crushing endgame quietMove sacrifice veryLong,nan,False
07Kq0,2733,crushing master middlegame short,Sicilian_Defense,False
07N42,2670,advantage defensiveMove discoveredAttack kingsideAttack long middlegame,Scotch_Game,False
07Qve,2553,crushing long master middlegame pin,Zukertort_Opening,False
07R61,2545,crushing fork hangingPiece long middlegame quietMove,nan,False
07Utx,2537,advantage defensiveMove middlegame veryLong,nan,False
07W1f,2528,advancedPawn crushing endgame master quietMove rookEndgame veryLong,nan,False
07b1u,2506,advantage long middlegame sacrifice,Slav_Defense,False
07bZf,2659,crushing endgame pin quietMove short,nan,False
07egd,2608,crushing endgame queenEndgame short,nan,False
07fBO,2688,advantage long middlegame quietMove,Kings_Indian_Defense,False
07fJe,2658,clearance crushing long middlegame,nan,False
07h1S,2571,advancedPawn crushing endgame veryLong,nan,False
07kTc,2659,advancedPawn crushing endgame promotion veryLong,nan,False
07pPl,2664,crushing deflection endgame exposedKing veryLong,nan,False
07rpx,2576,crushing endgame short,nan,False
07x5U,2692,advancedPawn crushing discoveredAttack endgame long rookEndgame,nan,False
08000,2509,crushing endgame pawnEndgame veryLong zugzwang,nan,False
084su,2530,crushing endgame fork sacrifice veryLong,nan,False
086as,2514,advancedPawn crushing endgame quietMove rookEndgame veryLong,nan,False
08Cyd,2721,clearance crushing kingsideAttack middlegame pin skewer veryLong,nan,False
08Dl6,2504,crushing deflection exposedKing middlegame veryLong,nan,False
08Gc1,2608,advantage middlegame veryLong,nan,False
08GhC,2506,advantage kingsideAttack long middlegame,Queens_Pawn_Game,False
08WZb,2587,advantage kingsideAttack long middlegame,nan,False
08X30,2664,crushing discoveredAttack endgame short,nan,False
08Xtb,2729,crushing middlegame veryLong,nan,False
08a9e,2722,advantage clearance endgame veryLong,nan,False
08aqk,2635,crushing endgame exposedKing long pin sacrifice skewer,nan,False
08chk,2782,advantage endgame quietMove veryLong,nan,False
08mtC,2555,crushing endgame long quietMove,nan,False
08nB2,2737,advancedPawn crushing endgame long quietMove,nan,False
08rTe,2549,crushing middlegame veryLong,nan,False
08uZy,2523,crushing deflection endgame rookEndgame short,nan,False
08zUQ,2768,advantage long middlegame,Kings_Gambit_Accepted,False
08zzl,2692,advantage middlegame short,nan,False
090As,2789,advantage castling discoveredAttack kingsideAttack long middlegame,nan,False
090tL,2548,advantage master middlegame sacrifice veryLong,nan,False
094dl,2523,crushing endgame interference veryLong,nan,False
095Qj,2561,crushing endgame rookEndgame veryLong,nan,False
095sq,2745,clearance crushing endgame quietMove rookEndgame veryLong,nan,False
0976n,2587,crushing middlegame veryLong,nan,False
09AmQ,2621,crushing middlegame veryLong,nan,False
09C7E,2647,advancedPawn crushing defensiveMove endgame master masterVsMaster quietMove veryLong,nan,False
09DES,2554,crushing endgame long quietMove,nan,False
09DMC,2795,attackingF2F7 crushing opening sacrifice veryLong,nan,False
09Ebl,2714,advantage long middlegame,nan,False
09Gxy,2783,crushing exposedKing middlegame quietMove veryLong,nan,False
09IOT,2754,crushing long master middlegame,nan,False
09KrT,2667,advancedPawn crushing defensiveMove endgame quietMove veryLong,nan,False
09Lco,2742,advantage long opening,Italian_Game,False
09NOE,2569,crushing defensiveMove endgame pawnEndgame short,nan,False
09ON7,2573,crushing endgame queenRookEndgame short,nan,False
09OqU,2543,crushing middlegame short,Ruy_Lopez,True
09QHj,2620,crushing discoveredAttack long middlegame pin,nan,False
09TNk,2663,advantage middlegame sacrifice veryLong,nan,False
09TXo,2514,advancedPawn advantage long master middlegame pin sacrifice,nan,False
09W2W,2650,crushing endgame quietMove veryLong,nan,False
09ZOA,2512,crushing endgame long rookEndgame,nan,False
09aOV,2767,crushing defensiveMove endgame long,nan,False
09b5I,2741,clearance crushing long middlegame quietMove,nan,False
09f7l,2526,advantage defensiveMove endgame hangingPiece short,nan,False
09hLc,2643,advantage middlegame quietMove short,Kings_Gambit_Accepted,False
09i9K,2522,advantage endgame quietMove skewer veryLong,nan,False
09o35,2585,advantage master middlegame short,nan,False
09oCo,2797,advantage defensiveMove long middlegame sacrifice,nan,False
09oaI,2557,advantage kingsideAttack long middlegame sacrifice,French_Defense,False
09tCP,2507,advantage defensiveMove endgame rookEndgame short,nan,False
09uTb,2613,advantage defensiveMove long middlegame sacrifice,nan,False
09wi7,2784,crushing defensiveMove endgame short,nan,False
09yLB,2515,attraction crushing kingsideAttack middlegame sacrifice veryLong,Italian_Game,False
09zmM,2564,clearance crushing middlegame trappedPiece veryLong,nan,False
0A1eq,2760,crushing endgame veryLong,nan,False
0A5da,2524,advantage middlegame veryLong,nan,False
0A8Xj,2632,advantage endgame long,nan,False
0ABCM,2630,crushing hangingPiece master middlegame short,nan,True
0AByd,2556,crushing endgame hangingPiece quietMove veryLong,nan,False
0AEbj,2670,crushing middlegame short,nan,False
0AF4V,2515,advantage exposedKing long middlegame,nan,False
0AJ40,2591,crushing endgame short,nan,False
0AK1R,2741,advantage defensiveMove endgame short,nan,False
0AKgx,2573,advantage defensiveMove endgame short,nan,False
0AQRZ,2575,crushing endgame pawnEndgame short,nan,False
0AQVh,2517,advantage attraction defensiveMove fork middlegame pin veryLong,nan,False
0AT9p,2568,crushing master middlegame short,nan,False
0AYlf,2538,advantage fork opening veryLong,Scandinavian_Defense,False
0AawF,2637,advantage long middlegame quietMove,nan,False
0AfuT,2513,advancedPawn crushing endgame quietMove rookEndgame short,nan,False
0Ag3d,2667,advantage long middlegame,Grunfeld_Defense,False
0AlDn,2724,advantage defensiveMove endgame veryLong,nan,False
0Ap9Q,2682,crushing kingsideAttack middlegame sacrifice veryLong,Dutch_Defense,False
0AuM8,2612,advancedPawn crushing endgame master promotion sacrifice veryLong,nan,False
0B41o,2521,advancedPawn advantage endgame quietMove veryLong,nan,False
0B4Hl,2596,intermezzo long mate mateIn3 middlegame sacrifice,Kings_Gambit_Accepted,False
0B4kv,2627,advancedPawn advantage endgame long master sacrifice,nan,False
0BAGg,2557,advantage deflection exposedKing long middlegame pin,nan,False
0BBHW,2646,crushing hangingPiece middlegame veryLong,Queens_Gambit_Accepted,False
0BDEU,2675,advancedPawn crushing long middlegame promotion,nan,False
0BIpm,2567,advantage endgame long quietMove,nan,False
0BJ8K,2604,crushing deflection endgame intermezzo sacrifice veryLong,nan,False
0BLE8,2682,advantage defensiveMove intermezzo middlegame sacrifice veryLong,nan,False
0BLrX,2659,advantage middlegame short,nan,False
0BPvG,2539,advantage long middlegame,nan,False
0BTWu,2599,clearance crushing master middlegame short,nan,False
0BUAk,2662,advantage defensiveMove master masterVsMaster middlegame short,Modern_Defense,False
0BULo,2648,crushing exposedKing kingsideAttack long middlegame sacrifice,nan,False
0BUyx,2708,crushing endgame rookEndgame short,nan,False
0BebU,2611,mate mateIn4 middlegame sacrifice veryLong,nan,False
0BiQ3,2662,crushing fork middlegame quietMove veryLong,nan,False
0Bpnf,2506,crushing long middlegame,nan,False
0BrFK,2695,advantage defensiveMove endgame short,nan,False
0Brf5,2522,advantage exposedKing fork middlegame sacrifice veryLong,nan,False
0BxnK,2613,advantage enPassant endgame master quietMove short,nan,False
0C160,2592,crushing middlegame short,nan,False
0C9QI,2739,crushing defensiveMove discoveredAttack exposedKing long middlegame quietMove sacrifice,Danish_Gambit_Accepted,False
0CCm0,2692,crushing endgame fork intermezzo quietMove veryLong,nan,False
0CGlw,2501,advantage long middlegame sacrifice,Sicilian_Defense,False
0CQJG,2552,advantage defensiveMove long middlegame,Sicilian_Defense,False
0CQir,2664,advantage endgame short,nan,False
0CSlH,2532,advancedPawn crushing endgame long,nan,False
0CV2R,2601,crushing defensiveMove discoveredAttack endgame long,nan,False
0CZQz,2685,advantage master middlegame short,nan,False
0Cb7E,2797,advantage long middlegame,nan,False
0Cff5,2561,crushing endgame knightEndgame quietMove short,nan,False
0Cfiw,2680,crushing middlegame short,Sicilian_Defense,False
0Cg5x,2583,advancedPawn clearance crushing middlegame sacrifice veryLong,nan,False
0CgMx,2575,attraction crushing endgame long rookEndgame sacrifice,nan,False
0CgfC,2692,advantage endgame short,nan,False
0CoHx,2503,advantage long middlegame,nan,False
0CrzE,2614,advancedPawn advantage defensiveMove discoveredAttack endgame master veryLong,nan,False
0CsRU,2566,advancedPawn crushing defensiveMove endgame knightEndgame long,nan,False
0D1iX,2554,advantage discoveredAttack middlegame short,nan,False
0D2bS,2740,advantage castling middlegame short,Queens_Pawn_Game,False
0D3Kn,2591,crushing endgame long pawnEndgame,nan,False
0D6Gq,2515,crushing middlegame quietMove short,nan,False
0D7Xm,2559,bishopEndgame crushing endgame long,nan,False
0D8jB,2763,crushing hangingPiece middlegame short,nan,False
0DFCc,2549,crushing defensiveMove master middlegame short,nan,False
0DKsN,2595,advancedPawn crushing fork opening veryLong,nan,False
0DM3k,2744,crushing kingsideAttack middlegame veryLong,nan,False
0DNiy,2719,bishopEndgame crushing endgame master short,nan,False
0DUKK,2595,crushing defensiveMove endgame long quietMove,nan,False
0DUKc,2564,advantage fork middlegame trappedPiece veryLong,Owen_Defense,False
0Da8T,2636,advantage middlegame quietMove short,Queens_Pawn_Game,False
0DdVI,2743,advantage endgame long trappedPiece,nan,False
0Dfyf,2511,crushing middlegame short,nan,False
0DhqF,2522,crushing defensiveMove endgame master short,nan,False
0Dqae,2767,advantage fork middlegame veryLong,Sicilian_Defense,False
0Dray,2647,attraction crushing fork long middlegame sacrifice,nan,False
0Ds5S,2674,advantage long opening,nan,False
0Duhy,2653,crushing long middlegame quietMove,nan,False
0Dymv,2554,crushing middlegame veryLong,nan,False
0E1lP,2735,advantage middlegame quietMove veryLong,nan,False
0E6AS,2550,crushing endgame long pawnEndgame,nan,False
0E9Kv,2789,advantage exposedKing middlegame quietMove veryLong,nan,False
0EANb,2532,advantage long middlegame,Sicilian_Defense,True
0EC02,2517,advantage endgame long,nan,False
0EDmh,2734,advantage discoveredAttack endgame pin quietMove veryLong,nan,False
0EGiK,2533,advantage long middlegame,nan,False
0EJos,2703,crushing middlegame short,nan,False
0EOBb,2651,advantage defensiveMove middlegame veryLong,Italian_Game,False
0Ea2E,2534,bishopEndgame crushing defensiveMove endgame long,nan,False
0EaAT,2518,advantage fork opening sacrifice veryLong,French_Defense,False
0EbNU,2682,crushing endgame long pawnEndgame,nan,False
0Ecd1,2508,advantage endgame fork long,nan,False
0EdTf,2621,advantage long middlegame,Englund_Gambit_Complex,False
0EesO,2514,crushing defensiveMove endgame long quietMove,nan,False
0Ei9t,2665,crushing defensiveMove endgame long pawnEndgame,nan,False
0EjvF,2736,crushing endgame fork veryLong,nan,False
0Ek4a,2588,crushing defensiveMove middlegame pin short,nan,False
0EnOu,2681,crushing endgame long master quietMove,nan,False
0EoJ4,2581,advantage defensiveMove middlegame short,nan,False
0Eqs5,2748,advantage middlegame short,Sicilian_Defense,False
0ErjB,2512,crushing deflection kingsideAttack master masterVsMaster middlegame veryLong,nan,False
0EvIY,2727,crushing middlegame veryLong,nan,False
0EwSl,2549,advantage defensiveMove long middlegame,Caro-Kann_Defense,False
0EwsH,2619,advantage defensiveMove exposedKing middlegame veryLong,nan,False
0EyZ2,2512,advantage defensiveMove deflection endgame veryLong,nan,False
0F0PY,2568,crushing long middlegame,nan,False
0F3tI,2531,crushing endgame long pawnEndgame,nan,False
0F5Rb,2692,bishopEndgame crushing defensiveMove endgame master short,nan,False
0FEKi,2590,crushing defensiveMove endgame rookEndgame short,nan,False
0FFS7,2621,clearance crushing fork master middlegame pin veryLong,nan,False
0FGQR,2617,advantage middlegame short,Ruy_Lopez,False
0FNIw,2577,advantage defensiveMove fork middlegame sacrifice veryLong,nan,False
0FUcb,2621,crushing middlegame short,Scandinavian_Defense,False
0FUmt,2633,crushing long middlegame,nan,False
0FcdM,2637,crushing defensiveMove endgame master rookEndgame short,nan,False
0FfNo,2510,crushing long middlegame trappedPiece,nan,False
0Figr,2718,advancedPawn advantage endgame veryLong,nan,False
0Fqna,2640,crushing middlegame short,nan,False
0FyCP,2660,advantage defensiveMove endgame fork long master,nan,False
0G2y3,2629,attraction crushing deflection endgame exposedKing fork veryLong,nan,False
0G5OA,2608,advantage long middlegame quietMove,nan,False
0GKvw,2609,advantage deflection long middlegame pin,nan,False
0GMd4,2613,advancedPawn crushing defensiveMove discoveredAttack endgame long,nan,False
0GRXw,2567,crushing defensiveMove endgame pawnEndgame short,nan,False
0GSJF,2655,crushing defensiveMove middlegame short,Sicilian_Defense,False
0GaZj,2671,crushing defensiveMove master middlegame short,nan,False
0Gb4n,2679,crushing endgame master short,nan,False
0Gc5K,2603,crushing endgame long,nan,False
0GcaK,2737,crushing defensiveMove long middlegame,nan,False
0Glro,2544,advantage long middlegame,Sicilian_Defense,False
0GsKG,2602,crushing middlegame quietMove veryLong,nan,False
0Gt0d,2618,advancedPawn crushing endgame long,nan,False
0Gtwm,2508,crushing endgame long,nan,False
0GvR5,2794,crushing endgame long quietMove,nan,False
0Gymy,2743,crushing defensiveMove endgame knightEndgame long,nan,False
0H04c,2590,advantage discoveredAttack long middlegame,Scotch_Game,False
0H1Ae,2501,endgame fork long mate mateIn3,nan,True
0H4SK,2650,crushing discoveredAttack long middlegame sacrifice,Bird_Opening,False
0HAFa,2771,advantage defensiveMove long middlegame,nan,False
0HAvu,2517,advantage long middlegame quietMove,Scotch_Game,False
0HCs0,2735,advancedPawn crushing doubleCheck long middlegame,nan,False
0HFQs,2665,advantage defensiveMove endgame fork hangingPiece quietMove veryLong,nan,False
0HQLf,2570,advantage middlegame short,nan,False
0HQyr,2723,advantage middlegame pin veryLong,nan,False
0Hr33,2614,advantage master middlegame short,nan,False
0HwRl,2672,crushing exposedKing middlegame veryLong,nan,False
0HxIJ,2659,advantage endgame long,nan,False
0Hzct,2534,advantage long middlegame,nan,False
0I6M3,2710,advantage master middlegame veryLong,nan,False
0IBo4,2675,advantage master masterVsMaster middlegame short,nan,False
0IC8o,2543,advancedPawn crushing endgame long rookEndgame,nan,False
0IFAt,2541,crushing endgame short,nan,False
0IFaU,2731,crushing defensiveMove long middlegame,nan,False
0IJQS,2760,crushing long middlegame quietMove,nan,False
0Ib26,2715,advantage endgame long quietMove,nan,False
